IP:PORT,Delay(ms)
162.159.192.254:859,251
162.159.192.195:1701,252
162.159.192.135:939,252
162.159.192.189:7156,253
162.159.192.107:7156,255
162.159.192.31:934,257
162.159.192.77:1843,260
162.159.192.14:1002,261
162.159.192.27:903,261
162.159.192.205:4198,263
162.159.192.90:1701,263
162.159.192.175:4177,263
162.159.192.170:946,263
162.159.192.208:7103,263
162.159.192.111:945,264
162.159.192.56:891,264
162.159.192.167:2506,264
162.159.192.79:5279,264
162.159.192.190:1014,264
162.159.192.129:3476,264
162.159.192.252:1070,264
162.159.192.17:903,265
162.159.192.21:1010,266
162.159.192.229:4500,266
162.159.192.147:1002,266
162.159.192.166:7559,268
162.159.192.54:1010,271
162.159.192.243:3581,272
162.159.192.129:1180,292
162.159.192.138:880,292
162.159.192.213:4177,293
162.159.192.46:8742,293
162.159.192.23:4500,293
162.159.192.94:1070,293
162.159.192.162:891,293
162.159.192.229:1002,293
162.159.192.120:4177,293
162.159.192.227:968,294
162.159.192.206:4198,294
162.159.192.51:7152,294
162.159.192.167:864,294
162.159.192.139:880,294
162.159.192.27:864,294
162.159.192.14:1014,295
162.159.192.71:854,295
162.159.192.76:1843,297
162.159.192.55:4233,301
162.159.192.211:2408,303
162.159.192.209:1010,305
162.159.192.218:1014,305
162.159.192.93:988,305
162.159.192.146:5956,309
162.159.192.24:7103,312
162.159.192.156:4177,314
162.159.192.14:4177,314
162.159.192.209:854,317
162.159.192.51:903,320
162.159.192.216:934,321
162.159.192.178:8742,324
162.159.192.194:955,325
162.159.192.179:3476,327
162.159.192.173:2408,328
162.159.192.167:987,333
162.159.192.67:988,338
162.159.192.190:4233,341
162.159.192.186:4198,341
162.159.192.78:894,350
162.159.192.161:3581,366
